"","V1","V2","V3","V4"
"beta_3_54",-3.15823058718442,7.38363747692958,-13.0442836681543,6.40533885709779
"beta_3_55",-0.712609971530413,1.11363612502923,-5.78946371069488,16.5172273047498
"beta_3_56",-0.778384330891859,0.535674532178944,-11.2091143176675,11.8467049415516
"beta_3_57",-0.679674867837697,-0.406494874019224,-6.86078483699412,7.86774597408165
"beta_3_58",-1.05892241199316,-0.666326997394109,-6.67990668129751,8.21421636810652
"beta_3_59",-2.39700402521014,0.10552026293257,-9.19286888543279,11.0775289119014
"beta_3_60",-6.59080908661114,3.28036478958631,-9.7306700241391,9.57493155793007
